"ID";"Link";"Name";"Type";"Stage Not Started";"Stage On Hold";"Stage In Progress";"Stage Withdrawn";"Stage Ready for Execution";"Stage In Review";"Stage In QA";"Stage Done";"Stage Created";"Stage Acknowledged";"Stage Sent to Development";"Stage Not Started start";"Stage On Hold start";"Stage In Progress start";"Stage Withdrawn start";"Stage Ready for Execution start";"Stage In Review start";"Stage In QA start";"Stage Done start";"Stage Created start";"Stage Acknowledged start";"Stage Sent to Development start";"Stage";"StatusCategory";"Level";"Labels";"Components";"Version";"VersionRelease";"Timeoriginalestimate";"Environment";"Platform";"ParentId";"ParentName";"ParentType"
"EPM-679";"https://jira.net//browse/EPM-679";"API module";"Task";"";"";"0.1";"";"";"";"";"";"";"";"";"2023-05-9 9:26:04";"2023-05-9 9:26:24";"2023-05-9 9:26:27";"";"";"";"";"";"";"";"";"In Progress";"In Progress";"High";"EPM";"";"v1.90";"2023-05-23";"";"";"";"EPM-676";"Unified  platform";"Epic"
